judul,link,penulis,divisi,waktu_publikasi,ilustrasi_gambar,ilustrasi_caption,lokasi_berita,teks_berita,tagar_berita
Kejagung Jelaskan Kaitan Harvey Moeis dengan Helena Lim di Kasus Timah,https://news.detik.com/berita/d-7265364/kejagung-jelaskan-kaitan-harvey-moeis-dengan-helena-lim-di-kasus-timah,Rumondang Naibaho,detikNews,"Rabu, 27 Mar 2024 23:59 WIB",N/A,N/A,Jakarta,"['Kejaksaan Agung (Kejagung) menuturkan peran suami aktris Sandra Dewi, Harvey Moeis, berkaitan dengan peran crazy rich Helena Lim dalam kasus korupsi tata niaga komoditas timah wilayah Izin Usaha Pertambangan (IUP) PT Timah Tbk periode 2015 sampai dengan 2022. Kejagung menyebut Harvey menerima uang-uang dari perusahaan swasta yang terlibat pengakomodiran kegiatan pertambangan liar di wilayah IUP PT Timah Tbk.', 'Uang dari perusahaan-perusahaan swasta tersebut diterima Harvey, melalui PT QSE. Pihak dari PT QSE yang memfasilitasi aliran dana tersebut adalah Helena Lim, sang manager.', 'Kejagung menyebut Harvey memberi instruksi agar perusahaan-perusahaan pemilik smelter menyisihkan keuntungan dari penjualan bijih timah yang dibeli PT Timah Tbk. Dana yang terkumpul, sebut Kejagung, lalu dinikmati Harvey dan para tersangka lainnya.', '""Tersangka HM menginstruksikan kepada para pemilik smelter tersebut untuk mengeluarkan keuntungan bagi tersangka sendiri, maupun para tersangka lain yang telah ditahan sebelumnya, dengan dalih dana corporate social responsibility (CSR) kepada tersangka HM melalui PT QSE yang difasilitasi oleh Tersangka HLN,"" ujar Direktur Penyidikan Jaksa Agung Muda Tindak Pidana Khusus (Dirdik Jampidsus) Kejaksaan Agung, Kuntadi, dalam jumpa pers di Gedung Kartika Jampidmil Kejagung, Jakarta Selatan, Rabu (27/3/2024) malam.', 'Kuntadi sebelumnya mengatakan Harvey berperan sebagai perpanjangan tangan dari PT RBT. Harvey disebut menghubungi mantan Direktur Utama PT Timah Tbk tahun 2016-2021 yang lebih dulu menjadi tersangka, MRPT alias RZ untuk membahas soal pengakomodiran kegiatan pertambangan liar di wilayah IUP PT Timah.', '""Adapun kasus posisi pada perkara ini, bahwa sekira tahun 2018 sampai dengan 2019. Saudara HM ini menghubungi Direktur Utama PT Timah yaitu saudara MRPT atau Saudara RZ dalam rangka untuk mengakomodir kegiatan pertambangan liar di wilayah IUP PT Timah,"" terang Kuntadi.', '""Yang bersangkutan dalam kapasitas mewakili PT RBT, namun bukan sebagai pengurus PT RBT,"" tambahnya.', 'Kuntadi menyebut, usai komunikasi itu, Harvey melakukan pertemuan dengan RZ. Hasil pertemuan itu disepakati kegiatan akomodir pertambangan liar tersebut dikamuflasekan dengan kerja sama sewa menyewa peralatan processing peleburan timah.', '""Yang selanjutnya tersangka HM ini menghubungi beberapa smelter, yaitu PT SIP, CV VIP, PT SPS, dan PT TIN, untuk ikut serta dalam kegiatan dimaksud,"" tambah dia.', 'Sebelumnya diberitakan pada 2018, tiga petinggi PT Timah Tbk di antaranya Direktur Operasi PT Timah Tbk periode 2017-2018 berinisial ALW; Direktur Utama PT Timah Tbk berinisial MRPT; dan Direktur Keuangan PT Timah Tbk berinisial EE menyadari pasokan bijih timah yang dihasilkan lebih sedikit dibanding perusahaan smelter swasta lainnya. Hal itu diakibatkan penambangan liar dalam area IUP PT Timah Tbk yang masif.', 'Kejagung mengatakan PT Timah Tbk seharusnya menindak kompetitor yang melakukan penambangan liar. Namun yang terjadi justru mereka menawarkan pemilik smelter untuk bekerja sama, dengan cara membeli hasil penambangan ilegal melebihi harga standar yang ditetapkan oleh PT Timah Tbk tanpa kajian terlebih dahulu.', 'Guna melancarkan aksinya untuk mengakomodasi penambangan ilegal tersebut, tersangka ALW bersama dengan tersangka MRPT dan tersangka EE menyetujui untuk membuat perjanjian seolah-olah terdapat kerja sama sewa-menyewa peralatan processing peleburan timah dengan para smelter. Diketahui ketiga mantan petinggi PT Timah Tbk sudah ditetapkan sebagai tersangka terlebih dulu.', 'Peran PT RBT', 'Kejagung juga sebelumnya sudah menetapkan direksi PT RBT yakni berinisial SP dan RA sebagai tersangka. Keduanya berperan menginisiasi pertemuan dengan pihak PT Timah Tbk, yang diwakili tersangka MRPT dan EE. Pertemuan tersebut membahas pengakomodiran atau penampungan timah hasil penambangan liar di wilayah IUP PT Timah.', 'Kejagung menerangkan Tersangka SP dan Tersangka RA menentukan harga hasil tambang liar, yang selanjutnya untuk disetujui Tersangka MRPT. Usai pertemuan tersebut dibentuk perjanjian kerjasama antara PT Timah dengan PT RBT yang seolah-olah terdapat kegiatan sewa menyewa peralatan processing peleburan timah dengan dalih untuk memenuhi kebutuhan PT Timah.', ""Lalu tersangka SP dan RA bersama-sama dengan tersangka MRPT dan EE menunjuk perusahaan-perusahaan tertentu sebagai mitra untuk melaksanakan kegiatan tersebut yaitu, PT SIP, CV VIP, PT SBS, dan PT TIN. Lalu dua direktur PT RBT tersebut serta MRPT dan EE menunjuk sebanyak tujuh 'perusahaan boneka' agar perpindahan bijih timah dari smelter-smelter swasta lainnya ke PT Timah Tbk tak mencurigakan."", '""Untuk memasok kebutuhan biji timah, selanjutnya ditunjuk dan dibentuk 7 perusahaan boneka, yaitu CV BJA, CV RTP, CV BLA,CV BSP, CV SJP, CV BPR, dan CV SMS. Di mana untuk mengelabui kegiatannya, dibuat seolah-olah ada surat perintah kerja (SPK) kegiatan pemborongan pengangkutan sisa hasil pengolahan (SHP) mineral timah,"" ujarnya.', 'Adapun 16 tersangka lain dalam kasus tersebut di antaranya:', '1. SG alias AW selaku Pengusaha Tambang di Kota Pangkalpinang, Provinsi Kepulauan Bangka Belitung', '2. MBG selaku Pengusaha Tambang di Kota Pangkalpinang, Provinsi Kepulauan Bangka Belitung', '3. HT alias ASN selaku Direktur Utama CV VIP (perusahaan milik Tersangka TN alias AN)', '4. MRPT alias RZ selaku Direktur Utama PT Timah Tbk tahun 2016-2021', '5. EE alias EML selaku Direktur Keuangan PT Timah Tbk tahun 2017-2018', '6. BY selaku Mantan Komisaris CV VIP', '7. RI selaku Direktur Utama PT SBS', '8. TN selaku beneficial ownership CV VIP dan PT MCN', '9. AA selaku Manajer Operasional tambang CV VIP', '10. TT, Tersangka kasus perintangan penyidikan perkara', '11. RL, General Manager PT TIN', '12. SP selaku Direktur Utama PT RBT', '13. RA selaku Direktur Pengembangan Usaha PT RBT', '14. ALW selaku Direktur Operasional tahun 2017, 2018, 2021 dan Direktur Pengembangan Usaha tahun 2019 s/d 2020 PT Timah Tbk.', '15. Helena Lim selaku manager PT QSE', '16. Harvey Moeis, perpanjangan PT RBT']","['korupsi timah', 'harvey moeis tersangka korupsi timah', 'kasus korupsi timah', 'harvey moeis', 'harvey moeis ditahan', 'harvey moeis suami sandra dewi', 'harvey moeis tersangka']"
Menko Polhukam Bentuk Tim Khusus Tangani Mahasiswa Korban TPPO Ferienjob,https://news.detik.com/berita/d-7265345/menko-polhukam-bentuk-tim-khusus-tangani-mahasiswa-korban-tppo-ferienjob,Dwi Agus,detikNews,"Rabu, 27 Mar 2024 23:25 WIB",https://awsimages.detik.net.id/community/media/visual/2024/03/27/menkopolhukam-marsekal-tni-purn-hadi-tjahjanto_169.jpeg?w=700&q=90,"Menko Polhukam, Hadi Tjahjanto. (Enggran Eko Budianto/detikJatim)",Jakarta,"['Menko Polhukam Hadi Tjahjanto menegaskan jajaran dan lembaga di bawah koordinasinya menaruh perhatian atas kasus tindak pidana perdagangan orang (TPPO) mahasiswa dengan modus ferienjob. Hadi menyebut membentuk tim khusus.', '""Pasti, pasti ada, kita bentuk tim khusus,"" kata Hadi dilansir detikJogja, Rabu (27/3/2024). Namun, Hadi belum menjelaskan rinci terkait tim khusus tersebut.', 'Sejumlah mahasiswa Indonesia diketahui jadi korban TPPO berkedok magang. Yakni dari yang awalnya berupa tawaran magang kerja menjadi TPPO. Kasus ini terungkap di program ferienjob di Jerman.', 'Kembali ke Hadi, ia juga mendorong universitas pengampu para mahasiswa terutama yang saat ini sedang terjerat kasus ferienjob di Jerman, untuk menangani kasus ini.', 'Mantan Panglima TNI ini juga memastikan pihaknya akan mendampingi pihak kampus hingga nanti para mahasiswa terlepas dari jerat kasus ferienjob dan dapat kembali fokus mengenyam pendidikan di luar negeri.', '""Ya kalau dari Polhukam ingin mendorong untuk menyelesaikan permasalahan ini dan kita juga akan memberikan pendampingan agar permasalahan-permasalahan yang dialami oleh khususnya mahasiswanya yang di luar negeri bisa segera selesai,"" jelasnya.', 'Baca selengkapnya di sini.']","['menko polhukam', 'hadi tjahjanto', 'tppo', 'tindak pidana perdagangan orang', 'ferienjob', 'ferienjob jerman', 'magang ferienjob ke jerman', 'magang']"
Petani Musi Banyuasin Tewas Diterkam Buaya Saat Wudu di Sungai Biduk,https://news.detik.com/berita/d-7265342/petani-musi-banyuasin-tewas-diterkam-buaya-saat-wudu-di-sungai-biduk,Prima Syahbana,detikNews,"Rabu, 27 Mar 2024 23:14 WIB",https://awsimages.detik.net.id/community/media/visual/2023/01/24/ilustrasi-buaya-antarkan-jasad-balita_169.jpeg?w=700&q=90,Ilustrasi buaya (Foto: iStock),Jakarta,"['Samsudin (60), seorang petani di Musi Banyuasin, Sumatera Selatan, tewas diterkam buaya saat mengambil wudu di Sungai Biduk. Jenazah korban ditemukan mengapung di sungai usai digigit buaya hingga tewas.', 'Dilansir detikSumbagsel, kejadian tragis yang menimpa Samsudin ini dibenarkan oleh Kasi Humas Polres Musi Banyuasin AKP Susianto. Dia menyebut korban diterkam buaya saat mengambil wudu untuk menunaikan salat magrib pasca berbuka puasa, Selasa (26/3) malam.', '""Iya, memang informasinya memang ada kejadian warga yang diterkam buaya itu,"" kata Susianto saat dikonfirmasi detikSumbagsel, Rabu (27/3/2024).', 'Informasi dihimpun detikSumbagsel, peristiwa itu terjadi di Dusun 1, Desa Tanjung Dalam, Kecamatan Keluang, Muba, sekitar pukul 18.15 WIB, bermula saat korban sedang mengambil wudu di tepian Sungai Biduk tak jauh dari rumahnya, tiba-tiba korban menghilang diterkam buaya.', 'Berselang sekitar 3 menit sekitar pukul 18.18 WIB, ada dua saksi mendapati korban sudah berada di mulut seekor buaya yang cukup besar. Kaget melihat itu, kedua saksi lalu berteriak meminta pertolongan warga lain. Korban tak berhasil langsung diselamatkan karena buaya tersebut juga sempat kembali membawa kabur tubuh korban.', 'Saat buaya kembali muncul dengan menggigit tubuh korban, warga pun menembak buaya itu dengan senapan angin agar tubuh Samsudin dilepaskan dari gigitan buaya itu. Setelah ditembaki warga, akhirnya buaya tersebut melepaskan tubuh korban dan kabur ke dasar sungai.', 'Simak selengkapnya di sini.']","['buaya', 'warga diterkam buaya', 'sumsel']"
Waka MPR Minta Ada Upaya buat Antisipasi Gangguan Selama Mudik Lebaran,https://news.detik.com/berita/d-7265333/waka-mpr-minta-ada-upaya-buat-antisipasi-gangguan-selama-mudik-lebaran,Nurcholis Ma'arif,detikNews,"Rabu, 27 Mar 2024 23:05 WIB",https://awsimages.detik.net.id/community/media/visual/2024/01/20/lestari-moerdijat.jpeg?w=700&q=90,Foto: MPR,Jakarta,"['Wakil Ketua MPR RI, Lestari Moerdijat menyebut harus ada upaya antisipasi sejumlah potensi kendala di masa mudik Lebaran. Upaya ini harus dipersiapkan dengan baik oleh semua pihak untuk mewujudkan mudik yang aman dan nyaman.', '""Mudik merupakan kegiatan tahunan yang merupakan tradisi yang luar biasa, sehingga perlu diantisipasi berdasarkan pengalaman tahun lalu, agar masa mudik Lebaran tahun ini dapat berjalan aman dan nyaman,"" kata Lestari dalam keterangannya, Rabu (27/3/2024)', 'Hal itu diungkapkannya saat membuka diskusi daring bertema Mudik Aman dan Nyaman Menyambut Idul Fitri 2024 yang digelar Forum Diskusi Denpasar 12. Menurut Lestari, mudik yang aman dan nyaman selalu menjadi dambaan masyarakat setiap tahun dengan beragam jenis transportasi yang dipilih mulai angkutan darat, laut sampai udara.', 'Di sisi lain, ujar Rerie, sapaan akrab Lestari, masih kerap terjadi kecelakaan, kejahatan dan potensi ancaman cuaca ekstrem di masa mudik Lebaran yang meningkatkan risiko dalam perjalanan.', 'Menyikapi kondisi tersebut, Rerie yang juga legislator dari Dapil II Jawa Tengah itu berpendapat kesiapan para pemangku kepentingan dalam mengantisipasi sejumlah potensi risiko yang dihadapi para pemudik itu harus dilakukan dengan baik berdasarkan pengalaman tahun lalu.', 'Sejumlah jalur mudik yang merupakan lokasi rawan kecelakaan dan bencana alam, tambah Rerie, harus menjadi perhatian semua pihak untuk menekan potensi ancaman bagi para pemudik.', 'Anggota Majelis Tinggi Partai NasDem itu berpendapat keamanan dan kenyamanan perjalanan mudik Lebaran dapat terwujud melalui dukungan kesiapan semua pihak, termasuk masyarakat.', 'Di samping kesiapan para aparat pemerintah pusat dan daerah, serta para operator transportasi, kesiapan masyarakat dalam melakukan perjalanan mudik memegang peranan penting untuk mewujudkan keamanan dan kenyamanan di jalan.', 'Direktur Penegakan Hukum Korlantas Polri, Brigjen Pol Raden Slamet Santoso mengungkapkan pada masa mudik tahun ini tercatat potensi pergerakan 193,6 juta orang dengan menggunakan berbagai moda transportasi.', 'Raden mengungkapkan pihaknya sudah melakukan sejumlah persiapan antara lain dengan didasari evaluasi pelaksanaan mudik tahun lalu. Pihak kepolisian akan terus berupaya menekan jumlah pelanggaran lalu lintas dan kecelakaan yang berpotensi terjadi di masa libur mudik Lebaran.', 'Kepolisian konsisten melakukan survei jalur mudik via darat, jalan tol, jalur sebidang rel kereta api dan sejumlah potensi titik macet akibat pasar tumpah. Selain itu keamanan jalur menuju penyeberangan dan pelabuhan laut juga menjadi perhatian, karena sejumlah jalur penyeberangan masih alami kerusakan.', 'Berdasarkan pengalaman tahun lalu, ujar Raden, pihaknya memperkirakan puncak arus mudik pada H-3 Lebaran dan arus balik diperkirakan terjadi dua tahap yaitu H+2 dan H+7. Raden mengakui strategi pemberian diskon tarif tol sebelum puncak arus mudik yang diberlakukan pada tahun lalu belum mampu mengendalikan jumlah arus pemudik.', 'Executive Vice President Passangers and Sales PT KAI, Ririn Widiastuti mengungkapkan angkutan Lebaran merupakan hajatan besar bagi PT KAI. Seluruh jajaran PT KAI akan terlibat aktif pada posko-posko angkutan Lebaran. Karena, tambah dia, bisnis KAI itu sejatinya adalah bisnis keselamatan.', 'Karena itu, jajaran PT KAI juga sudah melakukan ramp check seluruh kereta dan kelayakan stasiun serta sarana dan prasarana lainnya, bekerjasama dengan Ditjen Perkeretaapian, Kementerian Perhubungan RI.', 'Selain itu, langkah menginspeksi jalur-jalur kereta api di jalur Utara dan Selatan Jawa juga sudah dilakukan pada 5-7 Maret 2024 lalu. Secara umum, hasil inspeksi tersebut menunjukkan jalur Utara dan Selatan aman untuk menghadapi arus mudik.', 'Pada kesempatan itu, Ririn mengungkapkan PT KAI juga melakukan sejumlah penambahan kereta untuk mengantisipasi potensi peningkatan permintaan di masa mudik Lebaran.', 'Grup Head Pelayanan Kapal PT Pelindo, Arif Hermawan mengungkapkan dalam menghadapi masa mudik Lebaran tahun ini PT Pelindo menyediakan 75 bus untuk 12 rute mudik gratis.', 'Saat ini, tambah Arif, 63 terminal penumpang di wilayah Indonesia yang dikelola PT Pelindo sudah siap melayani para pemudik. Berdasarkan pengalaman tahun lalu, jelas dia, puncak arus mudik di pelabuhan diperkirakan terjadi pada H-2 dan puncak arus balik diperkirakan pada H+8.', 'Dalam upaya mengantisipasi kepadatan di penyeberangan Merak-Bakauheuni, Arif mengungkapkan, pihaknya akan memanfaatkan Pelabuhan Ciwandan (dermaga kargo) untuk penyeberangan di masa mudik.', 'Untuk meningkatkan keamanan dan kenyamanan, tambah dia, PT Pelindo juga sudah melengkapi sejumlah pelabuhan sarana ruang tunggu yang nyaman dan alat pemindai penumpang.', 'Wartawan Otomotif Media Indonesia, Chadie Nurtjahyadi mengingatkan agar perjalanan mudik berjalan dengan aman dan nyaman masyarakat diharapkan memperhatikan kelayakan kondisi kendaraan.', 'Cek kondisi mesin, keseimbangan dan kekerasan roda kendaraan merupakan langkah penting sebelum melakukan perjalanan mudik. Karena peristiwa pecah ban setingkali terjadi pada pengguna jalan tol. Ban yang kurang angin, jelas dia, rawan pecah karena terjadi difleksi pada ban.', 'Chadie menyarankan penambahan angin 4 psi dari tekanan normal ban dan membawa kompresor portabel untuk mengantisipasi ban kekurangan angin di perjalanan. Selain itu, Chadie mengingtkan agar sebelum berangkat mudik bahan bakar kendaraan dipastikan penuh, agar mengurangi potensi antre di rest area.', 'Pada kesempatan itu, wartawan senior, Saur Hutabarat juga mengingatkan agar sebelum melakukan perjalanan mudik pengemudi dipastikan cukup istirahat untuk menghindari terjadi kecelakaan.', 'Kemacetan yang timbul karena serentak istirahat di rest area, menurut Saur, juga harus menjadi perhatian di masa mudik Lebaran. Terkait penyeberangan antar pulau antara Jawa dan Sumatera, Saur menyarankan penyelesaian yang permanen dengan membangun jembatan antarpulau.', 'Menurut Saur, kisah sukses penyeberangan antara Inggris dan Perancis dengan kereta api melalui terowongan bawah laut sepanjang 50,46 Km bisa menjadi contoh, daripada setiap tahun menghadapi permasalahan yang sama jelang masa mudik Lebaran.']","['mudik lebaran', 'mpr', 'mudik']"
"Tak Balas-balas WA, Pria di Mampang Ditemukan Tewas dalam Kosan",https://news.detik.com/berita/d-7265317/tak-balas-balas-wa-pria-di-mampang-ditemukan-tewas-dalam-kosan,Farih Maulana Sidik,detikNews,"Rabu, 27 Mar 2024 22:42 WIB",https://awsimages.detik.net.id/community/media/visual/2022/08/23/penemuan-mayat-wanita-duduk-di-melaya_169.jpeg?w=700&q=90,Ilustrasi mayat (Foto: Dok.Detikcom),Jakarta,"['Pria bernama Sandy Yuda (42) ditemukan tewas di dalam kos-kosannya di kawasan Pela Mampang, Jakarta Selatan (Jaksel). Penemuan mayat ini berawal dari teman Sandy yang mengirim WhatsApp (WA) ke korban tapi tak kunjung berbalas.', 'Kapolsek Mampang Prapatan Kompol David Y Kanitero mengatakan mayat Sandy ditemukan sore tadi. Orang yang pertama menemukan Sandy dalam kondisi tak bernyawa adalah Dodie Iksan, teman dari Sandy.', '""Pada hari Rabu tanggal 27 Maret 2024 sekitar pukul 15.20 WIB, saksi 1 (Dodie) menghubungi korban melalui WhatsApp untuk menenami saksi ke Pasar Senin untuk membeli stok buku tetapi tidak ada jawaban dari korban,"" kata David dalam keterangan tertulisnya, Rabu (27/3/2024).', 'Menurut David, Dodie mulai curiga kepada korban karena WA-nya tak kunjung dibalas oleh Sandy. Selanjutnya Dodie mendatangi kontrakan korban dan membangunkan korban untuk menemaninya berbelanja buku di Pasar Senen, Jakarta Pusat.', '""Saksi 1 mencoba membangunkan korban tetapi tidak ada jawaban. Selanjutnya saksi 1 melakukan pengecekan terhadap korban. Setelah dilakukan pengecekan korban sudah dalam keadaan meninggal dunia,"" ucap David.', 'Kemudian Dodie memanggil Anis Alpita untuk melakukan pengecekan kembali kepada Sandy untuk memastikan korban sudah meninggal dunia. Keduanya pun menghubungi ketua RT setempat.', '""Selanjutnya saksi 1 dan saksi 2 memanggil ketua RT 008/012 Kel Pela Mampang untuk memastikan kembali keadaan korban. Atas kejadian tersebut warga melaporkan ke Polsek Mampang untuk menindak lanjuti kejadian tersebut,"" ujarnya.', 'Polisi pun datang ke lokasi penemuan mayat Sandy. Setelah dicek, polisi tak menemukan adanya luka-luka tanda penganiayaan di tubuh Sandy.', '""Tidak ditemukan tanda-tanda penganiayaan pada tubuh korban. Jenazah dibawa Rumah Sakit Fatmawati,"" imbuhnya.']","['penemuan mayat', 'jakarta', 'jabodetabek']"
Peran Harvey Moeis Suami Sandra Dewi Tersangka Korupsi Komoditas Timah,https://news.detik.com/berita/d-7265310/peran-harvey-moeis-suami-sandra-dewi-tersangka-korupsi-komoditas-timah,Rumondang Naibaho,detikNews,"Rabu, 27 Mar 2024 22:30 WIB",N/A,N/A,Jakarta,"['Kejaksaan Agung (Kejagung) menetapkan suami artis Sandra Dewi, Harvey Moeis, tersangka dalam kasus korupsi dalam tata niaga komoditas timah wilayah Izin Usaha Pertambangan (IUP) PT Timah Tbk tahun 2015-2022. Harvey ditetapkan sebagai tersangka usai penyidik menemukan alat bukti yang cukup.', 'Direktur Penyidikan Jaksa Agung Muda Tindak Pidana Khusus (Dirdik Jampidsus) Kejaksaan Agung, Kuntadi, mengatakan Harvey jadi tersangka dalam perannya sebagai selaku perpanjangan tangan dari PT RBT. Harvey disebut pernah menghubungi mantan Direktur Utama PT Timah Tbk tahun 2016-2021, MRPT alias RZ.', '""Adapun kasus posisi pada perkara ini, bahwa sekira tahun 2018 sampai dengan 2019. Saudara HM ini menghubungi Direktur Utama PT Timah yaitu saudara MRPT atau Saudara RZ dalam rangka untuk mengakomodir kegiatan pertambangan liar di wilayah IUP PT Timah,"" kata Kuntadi dalam jumpa pers di Gedung Kartika Jampidmil Kejagung, Jakarta Selatan, Rabu (27/3/2024).', '""Yang bersangkutan dalam kapasitas mewakili PT RBT, namun bukan sebagai pengurus PT RBT,"" tambahnya.', 'Sebagaimana diketahui, MRPT juga telah ditetapkan tersangka lebih dahulu oleh Kejagung di kasus yang sama.', 'Kuntadi menyebut, usai komunikasi itu, Harvey melakukan pertemuan dengan RZ. Hasil pertemuan itu disepakati kegiatan akomodir pertambangan liar tersebut adanya dibalut dengan sewa menyewa peralatan processing peleburan timah.', '""Yang selanjutnya tersangka HM ini menghubungi beberapa smelter, yaitu PT SIP, CV VIP, PT SPS, dan PT TIN, untuk ikut serta dalam kegiatan dimaksud,"" tambah dia.', 'Selanjutnya, tersangka Harvey meminta para pihak smelter untuk menyisihkan sebagian dari keuntungan yang dihasilkan. Keuntungan itu, kata Kuntadi kemudian diserahkan ke Harvey seolah-olah sebagai dana corporate social responsibility (CSR) yang difasilitasi oleh Manager PT QSE, Helena Lim (HLN), yang sudah menjadi tersangka.', '""(Keuntungan yang disisihkan) diserahkan kepada yang bersangkutan dengan cover pembayaran dana CSR yang dikirim para pengusaha smelter ini kepada HM melalui QSE yang difasilitasi oleh tersangka HLN,"" ujar dia.', 'Ada pun Harvey merupakan tersangka ke-16 dalam kasus ini. Atas perbuatannya, Harvey diduga melanggar ketentuan Pasal 2 Ayat 1, Pasal 3 Jo Pasal 18 UU Tipikor Jo pasal 55 ayat 1 ke 1 KUHP.']","['kejagung', 'kejaksaan agung', 'korupsi komoditas timah', 'timah', 'korupsi', 'harvey moeis', 'harvey moeis ditahan', 'harvey moeis tersangka', 'harvey moeis tersangka korupsi timah']"
Kasus Ini yang Bikin Harvey Moeis Suami Sandra Dewi Ditahan Kejagung,https://news.detik.com/berita/d-7265304/kasus-ini-yang-bikin-harvey-moeis-suami-sandra-dewi-ditahan-kejagung,Audrey Santoso,detikNews,"Rabu, 27 Mar 2024 22:20 WIB",N/A,N/A,Jakarta,"['Kejaksaan Agung (Kejagung) hari ini menetapkan suami aktris Sandra Dewi, Harvey Moeis, sebagai tersangka. Kasus yang menjerat Harvey Moeis sama dengan kasus yang menjerat crazy rich Helena Lim.', 'Harvey Moeis diduga terlibat kasus korupsi tata niaga komoditas timah wilayah Izin Usaha Pertambangan (IUP) PT Timah Tbk periode 2015 sampai dengan 2022.', '""Setelah dilakukan pemeriksaan secara intensif, tim penyidik memandang telah cukup alat bukti, sehingga yang bersangkutan kita tingkatkan statusnya sebagai tersangka, yaitu saudara HM, selaku perpanjangan tangan dari PT RBT,"" ujar Direktur Penyidikan Jaksa Agung Muda Tindak Pidana Khusus Kejaksaan Agung (Dirdik Jampidsus Kejagung), Kuntadi, dalam konferensi pers di Gedung Kartika Jampidmil Kejagung, Jakarta Selatan, Rabu (27/3/2024) malam.', 'Diketahui, SP selaku Direktur Utama PT RBT dan RA selaku Direktur Pengembangan Usaha PT RBT sudah terlebih dulu ditetapkan sebagai tersangka oleh Kejagung.', 'Diduga SP dan RA sebagai direksi PT RBT telah menginisiasi pertemuan dengan PT Timah, yang diwakili tersangka MRPT alias RZ selaku Dirut PT Timah dan EE selaku Direktur Keuangan PT Timah. Pertemuan tersebut untuk mengakomodir atau menampung timah hasil penambangan liar di wilayah IUP PT Timah.', 'Sebelumnya diberitakan pada 2018, tersangka ALW selaku Direktur Operasi PT Timah Tbk periode 2017-2018; bersama Tersangka MRPT selaku Direktur Utama PT Timah Tbk; dan Tersangka EE selaku Direktur Keuangan PT Timah Tbk, menyadari pasokan bijih timah yang dihasilkan lebih sedikit dibandingkan dengan perusahaan smelter swasta lainnya. Hal itu diakibatkan oleh masifnya penambangan liar yang dilakukan dalam wilayah IUP PT Timah Tbk.', 'Atas kondisi tersebut, tersangka ALW bersama dengan tersangka MRPT dan tersangka EE, yang seharusnya menindak kompetitor, justru menawarkan pemilik smelter untuk bekerja sama dengan membeli hasil penambangan ilegal melebihi harga standar yang ditetapkan oleh PT Timah Tbk, tanpa melalui kajian terlebih dahulu.', 'Guna melancarkan aksinya untuk mengakomodasi penambangan ilegal tersebut, tersangka ALW bersama dengan tersangka MRPT dan tersangka EE menyetujui untuk membuat perjanjian seolah-olah terdapat kerja sama sewa-menyewa peralatan processing peleburan timah dengan para smelter.', 'Pasal yang disangkakan kepada tersangka adalah Pasal 2 ayat (1) dan Pasal 3 jo Pasal 18 Undang-Undang RI Nomor 31 Tahun 1999 sebagaimana diubah dan ditambah dengan Undang-Undang Nomor 20 Tahun 2001 jo Undang-Undang RI Nomor 31 Tahun 1999 tentang Perubahan atas Undang-Undang RI Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi jo Pasal 55 ayat (1) ke-1 KUHP.', 'Adapun 16 tersangka lain dalam kasus tersebut adalah:', '1. SG alias AW selaku Pengusaha Tambang di Kota Pangkalpinang, Provinsi Kepulauan Bangka Belitung', '2. MBG selaku Pengusaha Tambang di Kota Pangkalpinang, Provinsi Kepulauan Bangka Belitung', '3. HT alias ASN selaku Direktur Utama CV VIP (perusahaan milik Tersangka TN alias AN)', '4. MRPT alias RZ selaku Direktur Utama PT Timah Tbk tahun 2016-2021', '5. EE alias EML selaku Direktur Keuangan PT Timah Tbk tahun 2017-2018', '6. BY selaku Mantan Komisaris CV VIP', '7. RI selaku Direktur Utama PT SBS', '8. TN selaku beneficial ownership CV VIP dan PT MCN', '9. AA selaku Manajer Operasional tambang CV VIP', '10. TT, Tersangka kasus perintangan penyidikan perkara', '11. RL, General Manager PT TIN', '12. SP selaku Direktur Utama PT RBT', '13. RA selaku Direktur Pengembangan Usaha PT RBT', '14. ALW selaku Direktur Operasional tahun 2017, 2018, 2021, dan Direktur Pengembangan Usaha tahun 2019 s/d 2020 PT Timah Tbk.', '15. Helena Lim selaku manager PT QSE', '16. Harvey Moeis']","['harvey moeis', 'harvey moeis ditahan', 'harvey moeis suami sandra dewi', 'harvey moeis tersangka', 'harvey moeis tersangka korupsi timah', 'kejagung', 'korupsi timah', 'kasus korupsi timah']"
